Sample_ID_IfH,Organism_Code,Imipenem,amikacin,gentamicin,cefepime,meropenem,levofloxacin,trimethoprim-sulfamethoxazole,ertapenem,aztreonam,ciprofloxacin,piperacillin-tazobactam,tobramycin,colistin,cefotaxime,cefuroxime,ampicillin,amoxicillin-clavulanic acid,ceftazidime,tigecycline,fosfomycin,ceftazidime-avibactam,cefpodoxime,ceftriaxone,doripenem,ampicillin-sulbactam,piperacillin,Imipenem-relebactam,ceftolozane-tazobactam,ceftaroline,cefazolin,nitrofurantoin,ofloxacin,cefiderocol,ticarcillin-clavulanic acid,amoxicillin,sulfamethoxazole
573.65969,EKP,S,,S,,S,S,R,,,,,R,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
72407.2416,EKP,S,S,,R,S,S,,,,,S,,S,R,S,,,R,S,,,R,R,S,R,R,,,,,,,,,,
573.24355,EKP,R,R,,R,S,R,,,,R,R,,S,R,,R,R,R,R,,,,R,R,,,,,,R,,,,,,
573.24397,EKP,,S,S,,,,R,,R,,R,,S,R,,R,R,R,R,,,,R,R,,,,,,R,,,,,,
573.66277,EKP,,S,S,,R,,,R,,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
72407.2372,EKP,,,S,,,,R,,,,R,R,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.7045,EKP,S,,S,,,,,,,R,S,,,R,R,,R,R,R,,,,,,,,,,,,,,,,,
72407.2265,EKP,S,S,,,,S,R,,R,R,S,,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
573.66353,EKP,,,R,,,,,,R,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.46829,EKP,,R,R,,R,R,R,,R,R,,,S,,,,R,R,S,,R,,R,,,,,R,,,,,,,,
72407.2861,EKP,S,S,R,R,,S,,,,,S,R,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
1304924.3,EKP,R,R,R,R,S,R,S,R,R,R,R,R,S,R,,,,R,S,,,,,S,,,,,,,,,,R,,
573.66478,EKP,,,S,,,,,,,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.17927,EKP,S,S,,R,,,S,R,R,S,,R,S,R,,R,R,R,S,,,,R,R,R,,,,,R,,,,,,
573.18542,EKP,S,S,,R,S,R,,S,,,R,,R,R,,R,R,R,R,,,,R,S,R,,,,,R,,,,,,
573.66487,EKP,,R,,,,,,R,R,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.66424,EKP,,S,S,,R,,,,,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.29949,EKP,,S,,,R,,,R,,,,,R,,,,,,R,,S,,,,,,,,,,,,,,,
72407.2435,EKP,S,R,,R,,R,,,,,,R,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.66265,EKP,,S,,,R,,,R,R,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.65926,EKP,S,S,,,S,,,,,,,R,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
72407.2326,EKP,,,S,,,S,R,,S,,S,,S,S,R,,,R,R,,,S,S,S,R,R,,,,,,,,,,
573.24404,EKP,R,S,S,,,,R,R,R,R,,,S,R,,R,R,R,R,,,,R,R,,,,,,R,,,,,,
573.4164,EKP,S,,S,,,,,,,R,R,,,R,R,,R,R,S,,,,,,,,,,,,,,,,,
72407.2431,EKP,S,,S,,S,R,R,,R,R,,,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.46353,EKP,,,,,R,R,,,,R,,,,R,,,,R,S,,,,R,,,R,,,,,,,,,,
72407.2485,EKP,,,,R,S,,,,,,R,R,S,R,R,,,R,R,,,R,R,R,R,R,,,,,,,,,,
72407.2709,EKP,S,,R,R,,S,R,,R,,,,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
72407.2745,EKP,S,S,,S,S,,R,,S,R,,,S,R,R,,,S,S,,,R,R,S,R,R,,,,,,,,,,
72407.236,EKP,S,S,S,,S,S,R,S,S,,R,R,S,R,R,,,S,R,,,R,S,S,R,R,,,,,,,,R,,
573.65922,EKP,S,,R,,,R,R,,,R,,,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
72407.2627,EKP,S,S,,,,,R,,,,S,,S,R,S,,,R,S,,,R,R,S,R,R,,,,,,,,,,
573.24338,EKP,,S,R,,,,,R,R,R,,,R,R,,R,R,R,R,,,,R,R,,,,,,R,,,,,,
72407.2246,EKP,S,,,R,,S,R,,,,S,,S,R,R,,,S,R,,,R,R,S,R,R,,,,,,,,,,
72407.2309,EKP,,S,S,R,S,,,,,R,S,R,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
72407.2389,EKP,,,,,S,R,R,,,,R,S,S,R,R,,,R,S,,,R,R,S,R,R,,,,,,,,,,
573.66076,EKP,,,,R,S,R,,,S,,,S,S,R,R,,,R,R,,,R,R,R,R,R,,,,,,,,,,
72407.221,EKP,,R,R,,S,R,R,R,,R,R,,S,R,,,,R,R,,,,,S,,,,,,,,,,R,,
573.24251,EKP,,,R,,S,R,,,R,R,,,S,R,,R,R,R,R,,,,R,R,R,,,,,R,,,,,,
573.29953,EKP,S,,,,,,R,R,,R,,,S,,,,,,S,,S,,,,,,,,,,,,,,,
573.4207,EKP,S,,R,,,,,,,R,,,,R,R,,R,R,R,,,,,,,,,,,,,,,,,
72407.2654,EKP,,S,,R,S,S,,,R,,,,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.17908,EKP,S,R,R,,S,R,,R,,,R,,S,R,,R,R,R,R,,,,R,R,R,,,,,R,,,,,,
573.46832,EKP,,,,R,R,,R,R,,,R,,S,,,,R,R,S,,R,,R,,,,,R,,,,,,,,
573.12771,EKP,,,S,,,S,,,R,,,R,S,R,,R,R,R,S,,,,R,,R,,,,,R,,,,,,
72407.2512,EKP,,,S,R,S,,,,,S,S,S,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
573.66404,EKP,,,S,R,R,,,R,R,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.24431,EKP,,S,,,S,R,,R,,R,R,,R,R,,R,R,R,R,,,,R,R,,,,,,R,,,,,,
72407.2652,EKP,S,,,,,R,,,,R,,R,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
1284793.4,EKP,R,R,R,R,S,R,R,R,R,R,R,R,S,R,,,,R,R,,,,,S,,,,,,,,,,R,,
573.46365,EKP,R,,,R,R,,,,,,,,,R,,,,R,S,,,,R,,,R,,,,,,,,,,
573.30014,EKP,R,S,,,R,,R,,,,,,R,,,,,,R,,S,,,,,,,,,,,,,,,
573.7025,EKP,S,S,S,R,S,S,R,R,R,S,R,R,R,R,,R,R,R,R,,,,R,S,R,,,,,R,,,,,,
1328418.3,EKP,,,S,S,S,,R,,,S,,S,,,,,,S,,,,,S,,S,,,,,S,,,,,,
573.66542,EKP,,,R,,,,,R,,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
574.26,EKP,S,R,,R,S,,R,R,R,R,R,R,S,R,,R,R,R,R,,,,R,R,R,,,,,R,,,,,,
72407.2338,EKP,,,,R,S,,,,R,,,S,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
72407.2708,EKP,,,,,,S,,,R,R,S,S,S,R,R,,,S,R,,,R,R,S,R,R,,,,,,,,,,
573.24426,EKP,R,,,R,S,R,R,,R,R,R,,S,R,,R,R,R,S,,,,R,R,,,,,,R,,,,,,
72407.2402,EKP,,,S,R,,,,,S,,,S,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
573.7224,EKP,,S,S,R,S,,R,R,R,R,R,S,S,,,,,R,R,,,,R,,,,,,,,,,,,,
573.4155,EKP,S,,S,,,,,,,R,R,,,S,R,,R,S,R,,,,,,,,,,,,,,,,,
573.7041,EKP,S,,S,,,,,,,S,R,,,S,R,,S,S,R,,,,,,,,,,,,,,,,,
72407.2847,EKP,S,,,R,,R,,,,R,R,,S,R,R,,,R,S,,,R,R,S,R,R,,,,,,,,,,
573.66479,EKP,,S,,R,R,,,R,R,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.66529,EKP,,,,R,R,,,R,,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
1328398.3,EKP,,S,R,,R,,R,,,R,R,R,,,,,,R,,,,,,,R,,,,,,,,,,,
72407.2477,EKP,S,S,,,S,S,R,,S,S,R,S,S,S,R,,,S,R,,,R,S,S,R,R,,,,,,,,,,
72407.203,EKP,,,R,,S,R,R,,R,R,,,R,R,,,,R,R,,,,,S,,,,,,,,,,R,,
573.24417,EKP,,R,S,R,,R,,R,,R,R,,S,R,,R,R,R,R,,,,R,S,,,,,,R,,,,,,
573.66422,EKP,,,,,,,,,,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.65901,EKP,,,R,,S,S,R,,S,R,,,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
573.67353,EKP,,,R,,R,,,,,,R,,,,,,,,,,S,,,,,,S,R,,,,,,,,
1328394.3,EKP,S,S,S,,S,S,R,S,,S,,,,S,,R,,S,R,,,,,,R,,,,,S,,,,,,
573.4087,EKP,S,,S,,,,,,,S,R,,,S,R,,S,S,R,,,,,,,,,,,,,,,,,
573.24371,EKP,,R,,S,S,R,R,,,,,R,S,R,,R,R,R,R,,,,R,R,,,,,,R,,,,,,
573.46396,EKP,R,R,,R,,R,,,,R,,,,R,,,,R,R,,,,R,,,R,,,,,,,,,,
573.46324,EKP,S,,,R,,R,,,,,,,,R,,,,R,R,,,,R,,,R,,,,,,,,,,
573.66373,EKP,,R,,R,S,,,,R,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
72407.2278,EKP,,,,R,S,S,,,R,,S,,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
72407.196,EKP,R,S,R,,,R,,R,,R,,R,S,R,,,,R,S,,,,,S,,,,,,,,,,R,,
573.66398,EKP,,R,,,R,,,R,,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
72407.2832,EKP,S,S,S,S,S,S,R,,S,S,R,,S,S,S,,,R,R,,,R,S,S,R,R,,,,,,,,,,
72407.2666,EKP,,,S,R,S,,R,,R,R,,,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
72407.2391,EKP,,S,,,,S,,,,,S,,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
573.66419,EKP,,,S,R,,,,,R,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.29903,EKP,R,,,,R,,R,R,,,,,R,,,,,,R,,S,,,,,,,,,,,,,,,
573.66557,EKP,,S,,,R,,,,,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.66244,EKP,,,,,R,,,R,R,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
72407.257,EKP,R,,S,,,R,R,R,S,R,,R,S,R,R,,,S,S,,,R,S,S,R,R,,,,,,,,R,,
573.5768,EKP,R,R,S,R,S,,R,,R,R,R,R,R,R,,R,,R,R,,,,,,R,,,,R,R,,,,,,
573.24403,EKP,R,,S,R,S,,R,,R,,R,,S,R,,R,R,R,R,,,,R,R,,,,,,R,,,,,,
573.7095,EKP,S,,S,,,,,,,R,R,,,,R,,S,R,R,,,,,,,,,,,,,,,,,
72407.2288,EKP,S,,S,S,S,S,R,,S,R,,,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
72407.2409,EKP,,,S,R,S,R,R,,,,S,,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
573.24411,EKP,,,R,,S,R,,R,R,R,,R,R,R,,R,R,R,R,,,,R,R,,,,,,R,,,,,,
573.46846,EKP,,R,,R,R,,R,R,R,,,,S,,,,R,R,S,,R,,R,,,,,R,,,,,,,,
573.4075,EKP,S,,R,,,,,,,R,R,,,R,R,,R,R,R,,,,,,,,,,,,,,,,,
573.18087,EKP,,R,,R,,R,R,R,,,R,,S,R,,R,,R,R,,S,,R,R,R,,,,,R,,,,,,
72407.2575,EKP,,S,,R,S,S,,,,S,R,S,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.66533,EKP,,R,S,R,R,,,R,,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.46399,EKP,R,,,,R,,,,,,,,,R,,,,R,R,,,,R,,,R,,,,,,,,,,
72407.2247,EKP,S,S,,,,,R,,,R,,S,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
72407.2633,EKP,,,,,,S,,,,,S,,S,R,R,,,R,S,,,R,S,S,R,R,,,,,,,,,,
72407.2582,EKP,,,S,,,R,R,,,,,,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.24358,EKP,,,S,R,S,,,,,R,R,,S,R,,R,R,R,R,,,,R,R,,,,,,R,,,,,,
573.66549,EKP,,,,,,,,,R,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.7023,EKP,S,S,S,R,S,R,S,R,R,R,R,S,S,R,,R,R,R,S,,,,R,S,R,,,,,R,,,,,,
573.7039,EKP,S,,R,,,,,,,R,S,,,R,R,,R,R,S,,,,,,,,,,,,,,,,,
573.66363,EKP,,R,R,R,R,,,,R,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
574.118,EKP,S,,S,S,,,R,,,,,S,S,S,S,,,S,R,,,S,S,S,S,R,,,,,,,,,,
72407.2221,EKP,S,,,,S,S,R,,S,,S,,S,R,R,,,S,R,,,R,S,S,R,R,,,,,,,,,,
72407.2445,EKP,S,S,R,,,S,,,S,,,,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
72407.2525,EKP,,S,,R,,,R,,,R,,R,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.66305,EKP,,S,,,R,,,R,,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.66056,EKP,S,,R,,S,,,,,R,S,,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
72407.2294,EKP,S,,R,R,S,,R,,,S,S,R,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
72407.2566,EKP,S,,R,,,,R,,,,,,S,R,R,,,R,S,,,R,R,S,R,R,,,,,,,,,,
573.66458,EKP,,,S,S,S,,,S,S,R,,,,R,R,R,R,S,,,,,,,,,,,,,,,,,,
573.65984,EKP,S,S,,S,,,,,,R,R,,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.46347,EKP,R,,,R,,R,,,,R,,,,R,,,,R,R,,,,R,,,R,,,,,,,,,,
573.4082,EKP,S,,R,,,,,,,R,R,,,R,R,,R,R,R,,,,,,,,,,,,,,,,,
573.4054,EKP,S,,S,,,,,,,R,S,,,,R,,S,S,R,,,,,,,,,,,,,,,,,
72407.2791,EKP,,,S,,,,,,R,R,S,R,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.29864,EKP,,R,S,,R,,,,,,,,S,,,,,,S,,S,,,,,,,,,,,,,,,
573.7069,EKP,S,,R,,,,,,,R,R,,,R,R,,R,R,S,,,,,,,,,,,,,,,,,
72407.2358,EKP,,S,,R,,,,,R,,S,R,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
72407.2568,EKP,,S,,R,,S,R,,S,S,,,S,R,S,,,S,S,,,R,R,S,R,R,,,,,,,,,,
1328419.3,EKP,,,S,S,S,,R,,,S,,S,,,,,,S,,,,,S,,S,,,,,S,,,,,,
573.24388,EKP,S,,S,R,,,S,,R,,,,R,R,,R,R,R,R,,,,R,S,,,,,,R,,,,,,
573.31607,EKP,R,R,,R,R,,,,,R,,,R,R,,R,R,R,R,,,,,,,,,,,,,,,,,
573.46344,EKP,,R,,,R,,,,,R,,,,R,,,,R,S,,,,R,,,R,,,,,,,,,,
573.7062,EKP,S,,S,,,,,,,S,R,,,S,R,,S,S,R,,,,,,,,,,,,,,,,,
573.66383,EKP,,S,,R,,,,,S,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
72407.2787,EKP,S,,,R,,,,,R,,R,,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.7044,EKP,S,,R,,,,,,,R,R,,,R,R,,R,R,S,,,,,,,,,,,,,,,,,
574.108,EKP,,S,R,R,,S,R,,,,R,R,R,R,R,,,R,R,,,R,R,R,R,R,,,,,,,,,,
72407.2234,EKP,,,,S,S,,R,,,S,,,S,S,S,,,S,R,,,S,S,S,R,R,,,,,,,,,,
573.65928,EKP,S,,,R,,,,,,S,S,,S,R,R,,,S,R,,,R,R,S,R,R,,,,,,,,,,
1400161.3,EKP,,,S,S,S,,R,,,R,R,S,R,,,,,R,,,,,R,,R,,,,,R,,,,,,
573.66428,EKP,,,S,R,,,,S,,R,,,,R,R,R,R,S,,,,,,,,,,,,,,,,,,
573.4132,EKP,,,R,,,,,,,R,,,,S,R,,R,S,R,,,,,,,,,,,,,,,,,
573.24367,EKP,S,,S,,,,,R,,,R,S,S,R,,R,R,R,R,,,,R,R,,,,,,R,,,,,,
573.66546,EKP,,S,,R,,,,R,,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.46833,EKP,,,R,,R,R,R,R,R,,,,S,,,,R,R,R,,R,,R,,,,,R,,,,,S,,,
72407.2345,EKP,,S,S,S,,,,,S,,S,S,S,S,S,,,S,S,,,R,S,S,S,R,,,,,,,,,,
72407.2731,EKP,,S,S,,,S,,,R,R,S,S,S,R,S,,,R,S,,,R,R,S,S,R,,,,,,,,,,
1284811.3,EKP,R,R,R,R,S,R,R,R,R,R,R,R,S,R,,,,R,R,,,,,S,,,,,,,,,,R,,
72407.2868,EKP,S,,R,R,S,R,,,,,,R,R,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
72407.2255,EKP,S,,R,,,S,,,S,R,,R,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
573.66564,EKP,,,,,,,,,,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.4053,EKP,S,,S,,,,,,,R,S,,,,R,,S,S,R,,,,,,,,,,,,,,,,,
72407.2671,EKP,S,,,,,,R,,R,R,S,,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.24393,EKP,R,S,,,S,,,,,R,,,S,R,,R,R,R,R,,,,R,R,,,,,,R,,,,,,
72407.2789,EKP,S,S,,,S,,,,S,R,,,S,S,R,,,S,R,,,S,S,S,R,R,,,,,,,,,,
72407.2317,EKP,,S,S,S,,,R,,S,,S,,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
72407.2253,EKP,,S,S,R,,,,,,,S,,S,R,S,,,R,S,,,R,R,S,R,R,,,,,,,,,,
72407.2612,EKP,S,,,R,,,R,,S,,S,S,S,R,S,,,S,S,,,R,R,S,R,R,,,,,,,,,,
574.66,EKP,S,S,,R,,R,R,,R,R,,,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
72407.2825,EKP,,S,,R,,,,,,,S,S,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
72407.2183,EKP,S,,S,,S,,R,,R,,,,S,R,S,,,R,R,,,R,R,S,S,R,,,,,,,,,,
573.31611,EKP,R,,,R,R,,,R,,,,,R,R,,R,R,R,R,,,,,,,,,,,,,,,,,
574.9,EKP,,S,,,,,R,,S,R,R,S,S,R,R,,,R,R,,,R,R,R,R,R,,,,,,,,,,
72407.2772,EKP,S,S,,S,,,,,S,S,S,,S,S,S,,,S,R,,,S,S,S,S,R,,,,,,,,,,
573.46358,EKP,R,,,,R,,,,,R,,,,R,,,,R,S,,,,R,,,R,,,,,,,,,,
573.66455,EKP,,,S,,,,,S,,,,,,R,R,R,R,S,,,,,,,,,,,,,,,,,,
573.29898,EKP,,,,,R,,R,R,,,,,S,,,,,,R,,S,,,,,,,,,,,,,,,
573.66494,EKP,,,S,,,,,,,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.66584,EKP,,,R,,R,,,R,R,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
72407.2762,EKP,,,S,,,,R,,R,R,S,,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.66249,EKP,,,,,,,,S,,S,,,,R,R,R,R,S,,,,,,,,,,,,,,,,,,
573.66299,EKP,,S,S,,,,,,R,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
72407.2493,EKP,,,S,R,,S,,,,,S,,S,R,S,,,S,R,,,R,R,S,S,R,,,,,,,,,,
573.65945,EKP,,R,S,,S,,R,,,,,,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.22561,EKP,S,,,,,,R,,,R,R,,S,,,,,S,R,,,,,,,,,,,,,,,,,
573.66292,EKP,,S,R,R,R,,,,,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.46363,EKP,,,,R,R,R,,,,,,,,R,,,,R,S,,,,R,,,R,,,,,,,,,,
72407.253,EKP,R,S,S,R,S,S,R,,,R,R,,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,R,,
72407.2333,EKP,,S,S,,S,S,,,,,,,S,R,R,,,R,R,,,R,R,R,R,R,,,,,,,,,,
573.66386,EKP,,,,R,R,,,R,,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
1284824.3,EKP,R,S,R,R,S,R,R,R,R,R,R,R,S,R,,,,R,S,,,,,S,,,,,,,,,,R,,
573.24277,EKP,,,,R,,,R,R,R,R,R,,S,R,,R,R,R,R,,,,R,R,R,,,,,R,,,,,,
72407.2644,EKP,S,S,R,,,,,,,R,,R,S,R,R,,,S,R,,,R,R,S,R,R,,,,,,,,,,
1284800.4,EKP,R,R,S,R,S,R,S,R,R,R,R,R,S,R,,,,R,S,,,,,S,,,,,,,,,,R,,
573.29937,EKP,,S,R,,R,,R,,,R,,,R,,,,,,S,,S,,,,,,,,,,,,,,,
573.4138,EKP,S,,R,,,,,,,,S,,,R,R,,R,R,R,,,,,,,,,,,,,,,,,
573.29914,EKP,R,,R,,,,,,,R,,,S,,,,,,R,,S,,,,,,,,,,,,,,,
72407.2677,EKP,,S,R,,S,,,,,R,R,,S,R,S,,,R,R,,,R,R,S,R,S,,,,,,,,,,
573.66276,EKP,,,R,,R,,,,,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
72407.2517,EKP,S,S,,R,S,,,,,,S,,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
573.46356,EKP,,,,,R,R,,,,R,,,,R,,,,R,S,,,,R,,,R,,,,,,,,,,
72407.2641,EKP,,S,R,,S,,R,,,,R,R,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.4069,EKP,S,,S,,,,,,,R,R,,,S,S,,S,S,R,,,,,,,,,,,,,,,,,
573.31602,EKP,R,,R,,,,,R,,R,R,,R,R,,R,R,R,R,,,,,,,,,,,,,,,,,
573.66003,EKP,S,S,,R,,,R,,R,,S,,S,R,R,,,R,R,,,R,R,R,R,R,,,,,,,,,,
573.24379,EKP,,R,S,R,S,,,R,R,R,,,S,R,,R,R,R,R,,,,R,R,,,,,,R,,,,,,
72407.2336,EKP,,,R,R,S,,,,,R,,,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
72407.2746,EKP,,,S,,S,,,,R,,,,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
573.65933,EKP,S,S,,R,S,S,,,R,,,S,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.25927,EKP,S,,S,,,,S,,R,,R,,S,R,,R,,S,S,,S,,R,S,,,,,,,,,,,,
