Sample_ID_IfH,Organism_Code,Imipenem,amikacin,gentamicin,cefepime,meropenem,levofloxacin,trimethoprim-sulfamethoxazole,ertapenem,aztreonam,ciprofloxacin,piperacillin-tazobactam,tobramycin,colistin,cefotaxime,cefuroxime,ampicillin,amoxicillin-clavulanic acid,ceftazidime,tigecycline,fosfomycin,ceftazidime-avibactam,cefpodoxime,ceftriaxone,doripenem,ampicillin-sulbactam,piperacillin,Imipenem-relebactam,ceftolozane-tazobactam,ceftaroline,cefazolin,nitrofurantoin,ofloxacin,cefiderocol,ticarcillin-clavulanic acid,amoxicillin,sulfamethoxazole
573.66401,EKP,,,,,R,,,,,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.24422,EKP,R,,,,S,,R,,,,,,S,R,,R,R,R,R,,,,R,R,,,,,,R,,,,,,
72407.2502,EKP,,S,,,S,,R,,R,,S,R,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.66456,EKP,,,,R,R,,,,,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
72407.2605,EKP,,,,S,S,S,,,S,,,,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
573.65928,EKP,S,,,R,,,,,,S,S,,S,R,R,,,S,R,,,R,R,S,R,R,,,,,,,,,,
573.66384,EKP,,,,R,,,,,R,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.66295,EKP,,S,,R,,,,R,,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.15043,EKP,R,R,,R,,R,R,,,R,,R,S,R,,R,R,R,R,,,,R,R,R,,,,,R,,,,,,
573.29979,EKP,R,R,,,R,,,R,,R,,,R,,,,,,R,,S,,,,,,,,,,,,,,,
573.65938,EKP,S,S,S,,,S,R,,S,,S,S,S,R,S,,,S,S,,,R,R,S,S,S,,,,,,,,,,
72407.2529,EKP,,S,,,S,S,,,,S,S,S,S,R,S,,,R,R,,,R,R,S,S,R,,,,,,,,,,
573.46326,EKP,S,S,,,S,,,,,R,,,,R,,,,R,R,,,,R,,,R,,,,,,,,,,
573.66242,EKP,,S,S,,,,,,R,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
72407.2236,EKP,,,,R,,,R,,,,S,R,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
72407.2427,EKP,S,,,,S,,,,,R,S,,S,R,S,,,R,R,,,R,R,S,R,S,,,,,,,,,,
72407.2283,EKP,,R,,R,S,R,R,,,R,,R,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.65972,EKP,S,,,R,S,,,,R,R,,,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.66312,EKP,,,,R,,,,R,,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
72407.2397,EKP,S,S,,R,,S,R,,R,S,,S,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
72407.219,EKP,S,,R,S,,,R,,R,R,,S,S,R,S,,,R,S,,,R,S,S,R,S,,,,,,,,R,,
72407.238,EKP,R,,S,R,,R,R,R,R,S,R,,S,R,R,,,R,R,,,R,R,S,R,S,,,,,,,,R,,
573.29924,EKP,R,S,,,,,R,,,,,,R,,,,,,S,,S,,,,,,,,,,,,,,,
573.29888,EKP,,,S,,,,,R,,R,,,R,,,,,,S,,S,,,,,,,,,,,,,,,
72407.2459,EKP,S,S,,R,S,,,,,S,S,S,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
573.4227,EKP,,,R,,,,,,,S,R,,,R,R,,R,R,S,,,,,,,,,,,,,,,,,
574.74,EKP,,,S,R,,,,,,R,,S,S,R,R,,,R,R,,,R,R,R,R,R,,,,,,,,,,
573.5636,EKP,,R,R,,R,,R,,,R,R,R,R,R,,R,,R,R,,,,,,R,,,,R,R,,,,,,
72407.2356,EKP,,,,,,S,,,R,,R,S,S,R,S,,,R,S,,,R,R,S,R,R,,,,,,,,,,
72407.2473,EKP,S,S,,,S,S,R,,,,,,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
1328415.3,EKP,,R,,R,S,,R,,,R,R,R,,,,,,R,,,,,R,,R,,,,,R,,,,,,
72407.2433,EKP,,R,R,,,,,,R,,,R,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.66429,EKP,,S,S,S,R,,,,,,,,,R,R,R,R,S,,,,,,,,,,,,,,,,,,
574.97,EKP,S,S,R,,S,,,,,R,R,R,S,R,R,,,R,R,,,R,R,S,R,S,,,,,,,,,,
72407.2519,EKP,S,S,,,S,R,R,,S,,S,,S,R,R,,,R,R,,,R,S,S,R,R,,,,,,,,,,
573.46413,EKP,R,,,R,R,R,,,,R,,,,R,,,,R,R,,,,R,,,R,,,,,,,,,,
573.66366,EKP,,R,S,R,,,,R,R,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.66511,EKP,,S,,R,R,,,,,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.65926,EKP,S,S,,,S,,,,,,,R,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
72407.2202,EKP,,S,S,R,S,S,R,,R,R,,R,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
72407.203,EKP,,,R,,S,R,R,,R,R,,,R,R,,,,R,R,,,,,S,,,,,,,,,,R,,
573.46397,EKP,,R,,R,R,R,,,,,,,,R,,,,R,R,,,,R,,,R,,,,,,,,,,
573.66061,EKP,S,,S,,S,,,,,,,R,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.46401,EKP,,R,,,R,,,,,,,,,R,,,,R,S,,,,R,,,R,,,,,,,,,,
573.4055,EKP,S,,R,,,,,,,R,S,,,,R,,S,R,R,,,,,,,,,,,,,,,,,
573.24271,EKP,S,,,R,S,R,,,,R,R,,S,R,,R,R,R,R,,,,R,R,R,,,,,R,,,,,,
573.29886,EKP,R,R,S,,R,,R,R,,R,,,S,,,,,,S,,S,,,,,,,,,,,,,,,
573.46351,EKP,R,,,R,,,,,,,,,,R,,,,R,R,,,,R,,,R,,,,,,,,,,
573.7057,EKP,S,,R,,,,,,,R,R,,,R,R,,R,R,S,,,,,,,,,,,,,,,,,
573.66023,EKP,S,S,S,,S,,R,,,S,,,S,R,S,,,S,S,,,R,R,S,S,R,,,,,,,,,,
573.66353,EKP,,,R,,,,,,R,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.29898,EKP,,,,,R,,R,R,,,,,S,,,,,,R,,S,,,,,,,,,,,,,,,
72407.2633,EKP,,,,,,S,,,,,S,,S,R,R,,,R,S,,,R,S,S,R,R,,,,,,,,,,
72407.2662,EKP,S,S,,R,S,,R,,R,,S,,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
72407.2343,EKP,,S,S,R,S,S,,,R,,,,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
72407.2385,EKP,,,S,S,,,,,S,,,,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.46875,EKP,,,,,,R,R,,S,,,,S,,,,R,R,S,,R,,R,,,,,R,,,,,S,,,
72407.2646,EKP,S,S,,R,,S,,,,R,,,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
72407.2706,EKP,S,S,,R,S,,,,,R,,R,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.66065,EKP,,S,S,S,S,R,,,,,S,R,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
573.65905,EKP,,S,,,,,R,,,S,R,R,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
573.24397,EKP,,S,S,,,,R,,R,,R,,S,R,,R,R,R,R,,,,R,R,,,,,,R,,,,,,
573.4162,EKP,S,,R,,,,,,,R,S,,,R,R,,R,R,S,,,,,,,,,,,,,,,,,
573.24248,EKP,S,,,,S,R,R,,R,,R,,S,R,,R,R,R,R,,,,R,R,R,,,,,R,,,,,,
72407.2287,EKP,S,S,,R,S,,,,S,S,,S,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
72407.2622,EKP,,S,,R,,S,,,R,S,,,S,R,S,,,S,S,,,R,R,S,R,R,,,,,,,,,,
573.66231,EKP,,R,R,R,R,,,R,R,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
72407.2184,EKP,S,,R,S,S,S,,,S,,,R,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
573.66542,EKP,,,R,,,,,R,,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.29972,EKP,R,,S,,R,,R,R,,,,,S,,,,,,S,,R,,,,,,,,,,,,,,,
573.66315,EKP,,R,,R,,,,R,R,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.46368,EKP,,,,R,S,,,,,R,,,,R,,,,R,R,,,,R,,,R,,,,,,,,,,
1284819.3,EKP,R,S,R,R,S,R,R,R,R,R,R,R,R,R,,,,R,S,,,,,S,,,,,,,,,,R,,
1304916.4,EKP,R,R,S,R,S,R,R,R,R,R,R,R,S,R,,,,R,R,,,,,S,,,,,,,,,,R,,
573.66389,EKP,,,,,,,,,,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
1284831.3,EKP,S,S,R,S,S,R,R,R,R,R,R,R,S,R,,,,R,R,,,,,S,,,,,,,,,,R,,
573.24417,EKP,,R,S,R,,R,,R,,R,R,,S,R,,R,R,R,R,,,,R,S,,,,,,R,,,,,,
72407.2659,EKP,S,,S,S,,S,R,,S,,S,S,S,S,S,,,S,R,,,S,S,S,S,R,,,,,,,,,,
1284811.3,EKP,R,R,R,R,S,R,R,R,R,R,R,R,S,R,,,,R,R,,,,,S,,,,,,,,,,R,,
573.7046,EKP,S,,S,,,,,,,S,R,,,S,R,,S,S,R,,,,,,,,,,,,,,,,,
72407.2237,EKP,,,S,R,S,S,,,,,,R,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.7026,EKP,S,S,R,R,S,R,R,R,R,R,R,R,S,R,,R,R,R,R,,,,R,R,R,,,,,R,,,,,,
573.66515,EKP,,S,,,R,,,R,R,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.46866,EKP,,,R,,R,,,R,,R,R,,S,,,,R,R,S,,R,,R,,,,,R,,,,,S,,,
573.29915,EKP,R,,,,R,,R,,,R,,,R,,,,,,R,,S,,,,,,,,,,,,,,,
573.4189,EKP,S,,,,,,,,,R,R,,,R,R,,R,R,S,,,,,,,,,,,,,,,,,
573.24375,EKP,,,S,R,S,,R,,R,,R,R,S,R,,R,R,R,R,,,,R,R,,,,,,R,,,,,,
72407.255,EKP,,R,,R,S,R,R,,,R,R,,S,R,,,,R,R,,,,,S,,,,,,,,,,R,,
573.4086,EKP,S,,S,,,,,,,R,R,,,R,R,,S,R,R,,,,,,,,,,,,,,,,,
573.65974,EKP,R,,,R,,R,R,,R,,S,,S,R,R,,,R,R,,,R,R,R,R,R,,,,,,,,,,
72407.2812,EKP,S,,S,,,R,R,,,,,,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
72407.2627,EKP,S,S,,,,,R,,,,S,,S,R,S,,,R,S,,,R,R,S,R,R,,,,,,,,,,
72407.2576,EKP,S,S,S,R,S,,,,S,R,S,,S,R,S,,,S,R,,,R,R,S,R,S,,,,,,,,,,
573.24368,EKP,,R,S,R,,R,S,,R,R,R,R,S,R,,R,R,R,S,,,,R,R,,,,,,R,,,,,,
72407.2852,EKP,S,S,S,S,S,R,R,,R,,,R,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.65914,EKP,,S,S,,S,S,,,,,,,S,R,S,,,S,S,,,R,R,S,S,R,,,,,,,,,,
573.66495,EKP,,S,S,R,,,,S,,,,,,R,R,R,R,S,,,,,,,,,,,,,,,,,,
573.66236,EKP,,R,,,R,,,R,,S,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
72407.2416,EKP,S,S,,R,S,S,,,,,S,,S,R,S,,,R,S,,,R,R,S,R,R,,,,,,,,,,
72407.2705,EKP,,S,,R,,R,,,R,R,,,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.24396,EKP,R,,S,,S,R,,,,,,,S,R,,R,R,R,S,,,,R,R,,,,,,R,,,,,,
573.65935,EKP,R,,R,R,S,R,R,,,,,,S,R,R,,,R,R,,,R,R,R,R,R,,,,,,,,,,
573.4187,EKP,,,,,,,,,,R,,,,R,R,,R,R,R,,,,,,,,,,,,,,,,,
72407.2755,EKP,S,S,R,,,S,R,,R,,,,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
574.118,EKP,S,,S,S,,,R,,,,,S,S,S,S,,,S,R,,,S,S,S,S,R,,,,,,,,,,
72407.2511,EKP,S,,R,R,S,,R,,,R,,R,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
72407.2382,EKP,S,,S,S,S,R,,,R,,R,R,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.17943,EKP,,,R,,,,,,R,R,R,R,S,R,,R,R,R,S,,,,R,S,R,,,,,R,,,,,,
573.29864,EKP,,R,S,,R,,,,,,,,S,,,,,,S,,S,,,,,,,,,,,,,,,
72407.2651,EKP,S,,R,R,S,,,,R,,S,R,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.46381,EKP,,,,R,R,,,,,R,,,,R,,,,R,S,,,,R,,,R,,,,,,,,,,
72407.2487,EKP,S,S,,R,,,,,,,S,,S,R,S,,,S,R,,,R,R,S,R,S,,,,,,,,,,
72407.2522,EKP,,,,R,S,,R,,,S,,,R,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.66411,EKP,,S,R,,,,,,R,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
72407.2365,EKP,S,S,,,,R,,,R,R,R,,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.18541,EKP,,,R,,,R,,,,,,,R,,R,,,,R,,,,R,,,,,,,R,,,,,,
72407.2437,EKP,S,S,R,,S,,,,R,R,,R,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
72407.2436,EKP,,S,,R,S,,,,R,,R,S,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
72407.2294,EKP,S,,R,R,S,,R,,,S,S,R,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
72407.2614,EKP,S,S,S,R,S,,,,,R,R,S,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
72407.2732,EKP,,,S,,,S,R,,,R,,,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.46873,EKP,,,,,R,R,R,R,R,R,R,,S,,,,R,R,S,,R,,R,,,,,R,,,,,S,,,
574.65,EKP,S,S,S,,S,,R,,,,,R,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
72407.2452,EKP,S,,,R,,,,,,R,,,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
72407.2818,EKP,,S,,,S,S,R,,,S,,,S,S,S,,,S,R,,,S,S,S,S,S,,,,,,,,,,
573.29966,EKP,,S,,,R,,,R,,R,,,S,,,,,,R,,S,,,,,,,,,,,,,,,
72407.2644,EKP,S,S,R,,,,,,,R,,R,S,R,R,,,S,R,,,R,R,S,R,R,,,,,,,,,,
573.24356,EKP,R,,S,,S,,,R,R,,,R,R,R,,R,R,R,R,,,,R,R,,,,,,R,,,,,,
573.24418,EKP,,,R,R,,,R,R,,R,R,,S,R,,R,R,R,R,,,,R,R,,,,,,R,,,,,,
1284800.4,EKP,R,R,S,R,S,R,S,R,R,R,R,R,S,R,,,,R,S,,,,,S,,,,,,,,,,R,,
573.66499,EKP,,S,,,R,,,,,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.15108,EKP,R,R,R,R,,,R,R,,R,,R,S,R,,R,R,R,R,,,,R,R,R,,,,,R,,,,,,
72407.2696,EKP,S,S,,R,S,S,R,,S,S,,R,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
72407.2786,EKP,S,S,S,,S,S,,,S,,S,S,S,S,S,,,S,R,,,S,S,S,S,R,,,,,,,,,,
573.7065,EKP,S,,R,,,,,,,R,S,,,R,R,,R,R,R,,,,,,,,,,,,,,,,,
72407.2206,EKP,,,,,S,S,,,S,,S,,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
573.24434,EKP,R,,,R,S,,,,,,R,,S,R,,R,R,R,R,,,,R,R,,,,,,R,,,,,,
573.65993,EKP,S,R,R,,,S,R,,R,,R,R,S,R,R,,,R,R,,,R,R,R,R,R,,,,,,,,,,
573.66367,EKP,,S,R,R,,,,,,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.4213,EKP,S,,,,,,,,,R,R,,,S,R,,R,S,R,,,,,,,,,,,,,,,,,
72407.2485,EKP,,,,R,S,,,,,,R,R,S,R,R,,,R,R,,,R,R,R,R,R,,,,,,,,,,
573.66483,EKP,,R,,,,,,,R,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.4147,EKP,,,,,,,,,,R,,,,S,S,,R,S,S,,,,,,,,,,,,,,,,,
